date,value
2022-01-12,67.29187270259106
2022-01-15,71.12247439012346
2022-01-27,56.0655080340999
2022-01-30,51.48822409597435
2022-02-09,81.09880349482927
2022-02-11,82.24223440926501
2022-02-19,97.6104693522358
2022-03-06,75.04478682933755
2022-03-08,78.94545594630395
2022-03-23,72.31125899743901
2022-03-26,78.94545594630395
2022-04-10,78.04631601210835
2022-04-15,72.96328917997442
2022-04-17,87.12030325010201
2022-04-27,87.00274278928458
2022-04-30,74.71444057461275
2022-05-10,99.97003246017725
2022-05-17,73.94609393839353
2022-05-30,63.55365424729549
2022-06-01,86.65047489258527
2022-06-04,78.6077546441735
2022-06-11,72.41975425523934
2022-06-14,70.90725110175686
2022-06-19,77.5984232424911
2022-06-29,83.0467672782005
2022-07-01,91.3982685955198
